title,popularity,vote_average,vote_count,release_date,release_year,month_name,day_name,revenue,budget,return
Hoop Dreams,9.47666,7.7,91.0,1994-09-12,1994,Septiembre,Lunes,7830611.0,700000.0,11.186587142857142
Heavenly Creatures,9.438042,6.9,299.0,1994-09-02,1994,Septiembre,Viernes,3049135.0,5000000.0,0.609827
Houseguest,2.688562,6.0,17.0,1995-01-06,1995,Enero,Viernes,26325256.0,10500000.0,2.507167238095238
Immortal Beloved,7.983666,6.9,90.0,1994-12-16,1994,Diciembre,Viernes,0.0,120.0,0.0
Heavyweights,9.546707,6.0,97.0,1995-02-17,1995,Febrero,Viernes,17689177.0,0.0,0.0
The Hunted,2.756986,6.0,25.0,1995-02-24,1995,Febrero,Viernes,0.0,0.0,0.0
I.Q.,5.146352,5.9,112.0,1994-12-24,1994,Diciembre,Sã¡bado,0.0,25000000.0,0.0
Interview with the Vampire,11.970205,7.2,1558.0,1994-11-11,1994,Noviembre,Viernes,223664608.0,60000000.0,3.7277434666666664
Jefferson in Paris,1.596058,5.2,10.0,1995-03-31,1995,Marzo,Viernes,2474000.0,14000000.0,0.1767142857142857
The Jerky Boys,0.748846,4.8,10.0,1995-02-03,1995,Febrero,Viernes,0.0,0.0,0.0
Junior,6.710215,4.7,381.0,1994-11-22,1994,Noviembre,Martes,37000000.0,60000000.0,0.6166666666666667
Just Cause,9.195256,6.0,124.0,1995-02-17,1995,Febrero,Viernes,0.0,0.0,0.0
A Kid in King Arthur's Court,5.874511,4.3,40.0,1995-08-11,1995,Agosto,Viernes,0.0,0.0,0.0
Kiss of Death,7.797512,5.7,83.0,1995-04-21,1995,Abril,Viernes,0.0,40000000.0,0.0
Star Wars,42.149697,8.1,6778.0,1977-05-25,1977,Mayo,Miã©rcoles,775398007.0,11000000.0,70.49072790909091
Little Women,9.774994,7.0,222.0,1994-12-21,1994,Diciembre,Miã©rcoles,0.0,18000000.0,0.0
A Little Princess,7.731725,7.4,207.0,1995-05-10,1995,Mayo,Miã©rcoles,0.0,17000000.0,0.0
Ladybird Ladybird,0.84508,7.4,14.0,1994-02-18,1994,Febrero,Viernes,0.0,0.0,0.0
L'Enfer,1.948315,6.6,22.0,1994-02-16,1994,Febrero,Miã©rcoles,0.0,10000000.0,0.0
Like Water for Chocolate,4.126083,6.6,70.0,1992-04-16,1992,Abril,Jueves,21665468.0,2000000.0,10.832734
Legends of the Fall,12.199047,7.2,636.0,1994-12-16,1994,Diciembre,Viernes,160638883.0,30000000.0,5.354629433333334
Major Payne,9.253362,6.1,164.0,1995-03-24,1995,Marzo,Viernes,0.0,0.0,0.0
Little Odessa,1.861292,6.4,31.0,1994-10-27,1994,Octubre,Jueves,0.0,0.0,0.0
Mi Vida Loca,1.788829,5.7,9.0,1994-06-08,1994,Junio,Miã©rcoles,0.0,0.0,0.0
Love Affair,3.290192,4.3,11.0,1994-10-21,1994,Octubre,Viernes,0.0,60000000.0,0.0
Losing Isaiah,7.698526,6.4,28.0,1995-03-17,1995,Marzo,Viernes,7603766.0,17000000.0,0.44728035294117646
The Madness of King George,4.81307,6.7,67.0,1994-12-28,1994,Diciembre,Miã©rcoles,0.0,0.0,0.0
Mary Shelley's Frankenstein,14.287753,6.1,272.0,1994-11-04,1994,Noviembre,Viernes,112006296.0,45000000.0,2.4890288
Man of the House,2.558118,5.1,40.0,1995-03-03,1995,Marzo,Viernes,0.0,0.0,0.0
Mixed Nuts,2.899608,5.2,37.0,1994-12-21,1994,Diciembre,Miã©rcoles,0.0,15000000.0,0.0
Milk Money,3.770115,5.6,49.0,1994-08-31,1994,Agosto,Miã©rcoles,18137661.0,0.0,0.0
Miracle on 34th Street,5.831622,6.4,199.0,1994-11-18,1994,Noviembre,Viernes,46264384.0,0.0,0.0
Miami Rhapsody,1.137266,5.6,7.0,1995-01-27,1995,Enero,Viernes,5.0,6.0,0.8333333333333334
My Family,3.121288,7.0,11.0,1995-05-03,1995,Mayo,Miã©rcoles,0.0,5500000.0,0.0
Murder in the First,9.518564,6.9,140.0,1995-01-20,1995,Enero,Viernes,17381942.0,0.0,0.0
Nobody's Fool,2.891269,7.0,56.0,1994-12-23,1994,Diciembre,Viernes,0.0,0.0,0.0
Nell,5.930957,6.1,128.0,1994-12-23,1994,Diciembre,Viernes,106683817.0,31000000.0,3.4414134516129034
New Jersey Drive,0.629955,6.9,7.0,1995-04-19,1995,Abril,Miã©rcoles,0.0,0.0,0.0
New York Cop,0.004537,0.0,0.0,1993-08-14,1993,Agosto,Sã¡bado,0.0,0.0,0.0
Beyond Bedlam,0.426952,4.0,4.0,1994-04-22,1994,Abril,Viernes,0.0,4800000.0,0.0
Nemesis 2 - Nebula,1.466491,4.6,10.0,1995-09-26,1995,Septiembre,Martes,0.0,0.0,0.0
Nina Takes a Lover,0.769522,7.4,4.0,1995-03-03,1995,Marzo,Viernes,0.0,0.0,0.0
Natural Born Killers,11.226856,6.9,927.0,1994-08-25,1994,Agosto,Jueves,50282766.0,34000000.0,1.4789048823529412
Only You,4.936761,6.4,92.0,1994-09-17,1994,Septiembre,Sã¡bado,0.0,0.0,0.0
Once Were Warriors,4.025276,7.6,106.0,1994-09-02,1994,Septiembre,Viernes,2201126.0,0.0,0.0
Poison Ivy II: Lily,6.448039,4.6,32.0,1996-01-16,1996,Enero,Martes,0.0,0.0,0.0
Outbreak,13.676444,6.4,522.0,1995-03-10,1995,Marzo,Viernes,189859560.0,50000000.0,3.7971912
Leon: The Professional,20.477329,8.2,4293.0,1994-09-14,1994,Septiembre,Miã©rcoles,45284974.0,16000000.0,2.830310875
The Perez Family,1.433544,6.6,9.0,1995-05-12,1995,Mayo,Viernes,2832826.0,11000000.0,0.25752963636363635
A Pyromaniac's Love Story,0.463307,7.0,2.0,1995-04-28,1995,Abril,Viernes,0.0,0.0,0.0
Pulp Fiction,140.950236,8.3,8670.0,1994-09-10,1994,Septiembre,Sã¡bado,213928762.0,8000000.0,26.74109525
Panther,7.160149,6.4,6.0,1995-11-10,1995,Noviembre,Viernes,6834525.0,0.0,0.0
Pushing Hands,1.638622,6.1,9.0,1992-02-01,1992,Febrero,Sã¡bado,152322.0,400000.0,0.380805
Priest,1.881932,6.4,32.0,1994-01-01,1994,Enero,Sã¡bado,4176932.0,0.0,0.0
Quiz Show,7.772505,7.1,262.0,1994-09-16,1994,Septiembre,Viernes,0.0,0.0,0.0
Picture Bride,1.296912,7.4,5.0,1995-05-05,1995,Mayo,Viernes,0.0,0.0,0.0
Queen Margot,4.405405,7.0,67.0,1994-05-13,1994,Mayo,Viernes,0.0,0.0,0.0
The Quick and the Dead,7.54701,6.2,431.0,1995-02-09,1995,Febrero,Jueves,18552460.0,32000000.0,0.579764375
Roommates,3.395867,6.4,7.0,1995-03-01,1995,Marzo,Miã©rcoles,12400000.0,22000000.0,0.5636363636363636
Prêt-à-Porter,6.259433,5.3,33.0,1994-12-23,1994,Diciembre,Viernes,11300653.0,15000000.0,0.7533768666666667
Three Colors: Red,7.832755,7.8,246.0,1994-05-27,1994,Mayo,Viernes,0.0,0.0,0.0
Three Colors: Blue,8.843517,7.7,311.0,1993-01-10,1993,Enero,Domingo,0.0,0.0,0.0
Three Colors: White,6.5898,7.3,218.0,1994-01-26,1994,Enero,Miã©rcoles,0.0,0.0,0.0
"Red Firecracker, Green Firecracker",0.078257,7.0,2.0,1994-10-14,1994,Octubre,Viernes,0.0,0.0,0.0
Rent-a-Kid,1.155255,5.1,15.0,1995-01-01,1995,Enero,Domingo,0.0,0.0,0.0
Relative Fear,0.499601,4.7,3.0,1995-10-03,1995,Octubre,Martes,0.0,0.0,0.0
Stuart Saves His Family,1.390885,5.0,6.0,1995-04-12,1995,Abril,Miã©rcoles,0.0,0.0,0.0
The Swan Princess,8.910462,6.5,251.0,1994-11-18,1994,Noviembre,Viernes,9771658.0,35000000.0,0.27919022857142856
The Secret of Roan Inish,1.750481,6.1,15.0,1994-01-01,1994,Enero,Sã¡bado,0.0,0.0,0.0
The Specialist,10.388183,5.5,317.0,1994-10-07,1994,Octubre,Viernes,170362582.0,45000000.0,3.7858351555555556
Stargate,13.328924,6.8,942.0,1994-10-27,1994,Octubre,Jueves,196567262.0,55000000.0,3.5739502181818184
The Santa Clause,9.665424,6.3,501.0,1994-11-10,1994,Noviembre,Jueves,189833357.0,22000000.0,8.628788954545454
The Shawshank Redemption,51.645403,8.5,8358.0,1994-09-23,1994,Septiembre,Viernes,28341469.0,25000000.0,1.13365876
Shallow Grave,8.223026,7.0,247.0,1994-12-22,1994,Diciembre,Jueves,0.0,0.0,0.0
Suture,1.298224,6.0,7.0,1993-09-14,1993,Septiembre,Martes,102780.0,0.0,0.0
Strawberry and Chocolate,1.777197,7.1,16.0,1993-01-01,1993,Enero,Viernes,0.0,0.0,0.0
Swimming with Sharks,5.869261,6.7,104.0,1994-09-10,1994,Septiembre,Sã¡bado,0.0,0.0,0.0
The Sum of Us,1.407427,6.0,21.0,1994-07-12,1994,Julio,Martes,0.0,32.0,0.0
Senior Trip,5.05806,5.7,23.0,1995-09-08,1995,Septiembre,Viernes,0.0,0.0,0.0
To Live,5.260627,7.7,62.0,1994-06-30,1994,Junio,Jueves,0.0,0.0,0.0
Tank Girl,7.602087,5.5,140.0,1995-03-31,1995,Marzo,Viernes,4064495.0,25000000.0,0.1625798
Tales from the Crypt: Demon Knight,9.455342,6.7,96.0,1995-01-13,1995,Enero,Viernes,0.0,0.0,0.0
Star Trek: Generations,8.105708,6.4,461.0,1994-11-17,1994,Noviembre,Jueves,120000000.0,38000000.0,3.1578947368421053
Tales from the Hood,2.86007,5.4,33.0,1995-05-24,1995,Mayo,Miã©rcoles,12000000.0,6000000.0,2.0
Tom & Viv,0.704204,5.8,8.0,1994-04-15,1994,Abril,Viernes,0.0,0.0,0.0
Village of the Damned,6.529879,5.6,165.0,1995-04-28,1995,Abril,Viernes,0.0,0.0,0.0
Tommy Boy,11.971318,6.8,321.0,1995-03-31,1995,Marzo,Viernes,32648673.0,0.0,0.0
Vanya on 42nd Street,7.039846,6.1,15.0,1994-09-13,1994,Septiembre,Martes,0.0,0.0,0.0
The Underneath,2.059771,5.6,15.0,1995-04-28,1995,Abril,Viernes,0.0,6500000.0,0.0
The Walking Dead,0.620873,6.6,4.0,1995-02-24,1995,Febrero,Viernes,0.0,0.0,0.0
What's Eating Gilbert Grape,10.3919,7.5,943.0,1993-12-17,1993,Diciembre,Viernes,10032765.0,11000000.0,0.9120695454545454
Virtuosity,5.188399,5.4,163.0,1995-08-04,1995,Agosto,Viernes,24048000.0,30000000.0,0.8016
While You Were Sleeping,15.783615,6.5,340.0,1995-04-21,1995,Abril,Viernes,182057016.0,17000000.0,10.709236235294117
The War,3.908596,6.3,39.0,1994-11-04,1994,Noviembre,Viernes,0.0,0.0,0.0
Double Happiness,0.372239,5.5,2.0,1994-09-07,1994,Septiembre,Miã©rcoles,759393.0,0.0,0.0
Muriel's Wedding,5.254847,6.9,104.0,1994-09-29,1994,Septiembre,Jueves,15119639.0,3000000.0,5.039879666666667
The Baby-Sitters Club,2.15805,5.3,23.0,1995-08-18,1995,Agosto,Viernes,0.0,0.0,0.0
Ace Ventura: Pet Detective,11.247957,6.4,1684.0,1994-02-04,1994,Febrero,Viernes,107217396.0,15000000.0,7.1478264
"The Adventures of Priscilla, Queen of the Desert",8.328596,7.2,174.0,1994-05-31,1994,Mayo,Martes,11220670.0,0.0,0.0
Backbeat,2.487951,6.2,37.0,1994-04-01,1994,Abril,Viernes,0.0,0.0,0.0
Bitter Moon,11.298195,7.0,115.0,1992-09-02,1992,Septiembre,Miã©rcoles,1862805.0,5000000.0,0.372561
Bullets Over Broadway,5.72288,7.0,130.0,1994-10-14,1994,Octubre,Viernes,0.0,0.0,0.0
Clear and Present Danger,7.513245,6.4,390.0,1994-08-03,1994,Agosto,Miã©rcoles,215887717.0,62000000.0,3.482059951612903
The Client,15.263829,6.4,287.0,1994-07-20,1994,Julio,Miã©rcoles,117615211.0,45000000.0,2.6136713555555557
"Corrina, Corrina",6.924689,6.4,83.0,1994-08-12,1994,Agosto,Viernes,0.0,0.0,0.0
Crooklyn,2.533022,6.7,31.0,1994-05-13,1994,Mayo,Viernes,0.0,0.0,0.0
The Crow,15.799336,7.3,980.0,1994-05-11,1994,Mayo,Miã©rcoles,94000000.0,15000000.0,6.266666666666667
Cobb,2.583363,6.1,29.0,1994-12-02,1994,Diciembre,Viernes,1007583.0,0.0,0.0
The Flintstones,15.019586,5.0,559.0,1994-05-26,1994,Mayo,Jueves,341631208.0,46000000.0,7.426765391304348
Forrest Gump,48.307194,8.2,8147.0,1994-07-06,1994,Julio,Miã©rcoles,677945399.0,55000000.0,12.326279981818182
Four Weddings and a Funeral,8.990345,6.6,654.0,1994-03-09,1994,Marzo,Miã©rcoles,254700832.0,6000000.0,42.45013866666667
Higher Learning,7.817811,6.4,49.0,1995-01-11,1995,Enero,Miã©rcoles,38290723.0,0.0,0.0
I Like It Like That,0.289295,6.3,4.0,1994-10-14,1994,Octubre,Viernes,1777020.0,0.0,0.0
I Love Trouble,3.570874,5.3,41.0,1994-06-29,1994,Junio,Miã©rcoles,61947267.0,45000000.0,1.3766059333333334
It Could Happen to You,11.272073,6.1,154.0,1994-07-29,1994,Julio,Viernes,0.0,0.0,0.0
The Jungle Book,10.714235,5.9,107.0,1994-12-23,1994,Diciembre,Viernes,0.0,0.0,0.0
"The Wonderful, Horrible Life of Leni Riefenstahl",0.568884,7.3,5.0,1993-09-11,1993,Septiembre,Sã¡bado,449707.0,0.0,0.0
The Lion King,21.605761,8.0,5520.0,1994-06-23,1994,Junio,Jueves,788241776.0,45000000.0,17.516483911111113
Little Buddha,5.681522,6.0,76.0,1993-12-01,1993,Diciembre,Miã©rcoles,4858139.0,35000000.0,0.13880397142857143
New Nightmare,9.860522,6.4,297.0,1994-10-13,1994,Octubre,Jueves,18090181.0,14000000.0,1.2921557857142858
The Mask,14.13488,6.6,2550.0,1994-07-29,1994,Julio,Viernes,351583407.0,23000000.0,15.286235086956522
Maverick,15.050326,6.6,490.0,1994-05-20,1994,Mayo,Viernes,0.0,0.0,0.0
Mrs. Parker and the Vicious Circle,4.739054,6.3,20.0,1994-09-07,1994,Septiembre,Miã©rcoles,0.0,0.0,0.0
The Naked Gun 33⅓: The Final Insult,10.587232,6.4,535.0,1994-03-18,1994,Marzo,Viernes,51132598.0,30000000.0,1.7044199333333334
The Paper,4.006063,6.1,40.0,1994-03-18,1994,Marzo,Viernes,0.0,6000000.0,0.0
Reality Bites,6.514592,6.5,180.0,1994-02-18,1994,Febrero,Viernes,20079850.0,11500000.0,1.7460739130434784
Red Rock West,5.137903,6.4,71.0,1993-07-08,1993,Julio,Jueves,2000000.0,8000000.0,0.25
Ri¢hie Ri¢h,6.595255,5.4,426.0,1994-12-19,1994,Diciembre,Lunes,0.0,40000000.0,0.0
Safe Passage,4.931565,4.9,7.0,1994-12-01,1994,Diciembre,Jueves,0.0,0.0,0.0
The River Wild,10.511241,6.1,214.0,1994-09-30,1994,Septiembre,Viernes,0.0,45000000.0,0.0
Speed,10.859292,6.8,1814.0,1994-06-09,1994,Junio,Jueves,350448145.0,30000000.0,11.681604833333333
Speechless,2.334226,5.5,24.0,1994-12-16,1994,Diciembre,Viernes,0.0,0.0,0.0
Timecop,8.907074,5.5,288.0,1994-09-15,1994,Septiembre,Jueves,101646581.0,27000000.0,3.764688185185185
True Lies,11.396099,6.8,1138.0,1994-07-14,1994,Julio,Jueves,378882411.0,115000000.0,3.2946296608695653
When a Man Loves a Woman,4.322544,6.0,71.0,1994-04-29,1994,Abril,Viernes,50021959.0,0.0,0.0
Wolf,14.063845,6.0,221.0,1994-06-17,1994,Junio,Viernes,0.0,0.0,0.0
Wyatt Earp,9.277147,6.5,203.0,1994-06-24,1994,Junio,Viernes,25052000.0,63000000.0,0.39765079365079364
Bad Company,0.912415,4.9,12.0,1995-01-20,1995,Enero,Viernes,0.0,0.0,0.0
A Man of No Importance,0.406113,6.5,2.0,1994-12-22,1994,Diciembre,Jueves,953.0,0.0,0.0
S.F.W.,2.504529,6.1,22.0,1994-09-15,1994,Septiembre,Jueves,0.0,0.0,0.0
A Low Down Dirty Shame,3.021526,6.0,31.0,1994-11-23,1994,Noviembre,Miã©rcoles,29392418.0,10000000.0,2.9392418
"Boys Life: Three Stories of Love, Lust, and Liberation",0.054148,2.0,1.0,1994-09-30,1994,Septiembre,Viernes,0.0,0.0,0.0
Colonel Chabert,0.934312,5.9,9.0,1994-01-01,1994,Enero,Sã¡bado,0.0,0.0,0.0
"Faster, Pussycat! Kill! Kill!",4.220541,6.5,59.0,1965-08-06,1965,Agosto,Viernes,0.0,45000.0,0.0
Jason's Lyric,0.912909,5.9,9.0,1994-09-28,1994,Septiembre,Miã©rcoles,20851521.0,7000000.0,2.9787887142857143
The Secret Adventures of Tom Thumb,0.381704,7.1,8.0,1993-12-10,1993,Diciembre,Viernes,0.0,0.0,0.0
Street Fighter,13.58449,4.1,330.0,1994-12-22,1994,Diciembre,Jueves,99423521.0,35000000.0,2.8406720285714284
Coldblooded,2.342756,6.7,13.0,1995-09-15,1995,Septiembre,Viernes,0.0,0.0,0.0
Desert Winds,0.251223,0.0,0.0,1997-12-31,1997,Diciembre,Miã©rcoles,0.0,0.0,0.0
Fall Time,1.108494,6.3,6.0,1995-05-13,1995,Mayo,Sã¡bado,0.0,0.0,0.0
The Fear,0.268043,3.4,7.0,1995-01-20,1995,Enero,Viernes,0.0,0.0,0.0
Frank and Ollie,0.142357,7.5,4.0,1995-10-20,1995,Octubre,Viernes,0.0,0.0,0.0
Girl in the Cadillac,0.405392,10.0,1.0,1995-10-24,1995,Octubre,Martes,0.0,0.0,0.0
Homage,0.014925,0.0,0.0,1995-05-03,1995,Mayo,Miã©rcoles,0.0,0.0,0.0
Mirage,0.302957,4.0,1.0,1995-11-21,1995,Noviembre,Martes,0.0,0.0,0.0
Open Season,0.012456,0.0,0.0,1996-05-03,1996,Mayo,Viernes,0.0,0.0,0.0
Dos Crímenes,0.233376,5.0,1.0,1995-05-26,1995,Mayo,Viernes,0.0,0.0,0.0
Brother Minister: The Assassination of Malcolm X,0.0368,4.0,1.0,1995-03-01,1995,Marzo,Miã©rcoles,0.0,0.0,0.0
Highlander: The Final Dimension,6.866634,4.5,110.0,1994-11-29,1994,Noviembre,Martes,36800000.0,26000000.0,1.4153846153846155
Federal Hill,0.100685,5.0,2.0,1995-02-24,1995,Febrero,Viernes,0.0,0.0,0.0
In the Mouth of Madness,8.497643,7.1,307.0,1994-12-12,1994,Diciembre,Lunes,8946600.0,8000000.0,1.118325
8 Seconds,1.888534,7.2,22.0,1994-02-25,1994,Febrero,Viernes,0.0,0.0,0.0
Above the Rim,4.38154,6.7,40.0,1994-03-23,1994,Marzo,Miã©rcoles,0.0,0.0,0.0
Addams Family Values,17.555909,6.5,537.0,1993-11-19,1993,Noviembre,Viernes,48919043.0,0.0,0.0
Martin Lawrence: You So Crazy,0.394194,4.5,4.0,1994-04-27,1994,Abril,Miã©rcoles,0.0,0.0,0.0
The Age of Innocence,8.013617,7.0,172.0,1993-09-17,1993,Septiembre,Viernes,32255440.0,34000000.0,0.9486894117647059
Airheads,7.09232,5.8,222.0,1994-08-05,1994,Agosto,Viernes,0.0,0.0,0.0
The Air Up There,1.896273,5.1,42.0,1994-01-07,1994,Enero,Viernes,21011500.0,17080000.0,1.2301814988290398
Another Stakeout,12.967239,4.9,58.0,1993-07-22,1993,Julio,Jueves,0.0,0.0,0.0
Bad Girls,14.644772,4.6,61.0,1994-04-22,1994,Abril,Viernes,15240435.0,0.0,0.0
Barcelona,1.632711,6.6,20.0,1994-07-29,1994,Julio,Viernes,0.0,3200000.0,0.0
Being Human,2.783872,5.0,15.0,1994-05-06,1994,Mayo,Viernes,0.0,40000000.0,0.0
The Beverly Hillbillies,5.673735,5.0,86.0,1993-10-15,1993,Octubre,Viernes,0.0,0.0,0.0
Beverly Hills Cop III,11.787784,5.5,445.0,1994-05-24,1994,Mayo,Martes,119208989.0,50000000.0,2.38417978
Black Beauty,8.398845,6.6,68.0,1994-07-29,1994,Julio,Viernes,0.0,0.0,0.0
Blink,3.00282,6.3,45.0,1994-01-26,1994,Enero,Miã©rcoles,16668552.0,0.0,0.0
Blown Away,13.155071,6.0,126.0,1994-07-01,1994,Julio,Viernes,30156002.0,0.0,0.0
Blue Chips,6.131056,5.7,41.0,1994-02-18,1994,Febrero,Viernes,0.0,0.0,0.0
Blue Sky,4.993829,6.1,28.0,1994-09-16,1994,Septiembre,Viernes,0.0,0.0,0.0
Body Snatchers,6.559693,5.8,102.0,1993-06-09,1993,Junio,Miã©rcoles,428868.0,13000000.0,0.032989846153846154
Boxing Helena,4.304224,4.5,59.0,1993-06-18,1993,Junio,Viernes,1796389.0,0.0,0.0
A Bronx Tale,6.115628,7.4,447.0,1993-09-14,1993,Septiembre,Martes,17287898.0,22000000.0,0.7858135454545454
Cabin Boy,1.679042,4.9,28.0,1994-01-07,1994,Enero,Viernes,3662459.0,0.0,0.0
Calendar Girl,1.316741,3.7,10.0,1993-09-03,1993,Septiembre,Viernes,2570145.0,13000000.0,0.19770346153846155
Carlito's Way,8.698509,7.7,805.0,1993-11-10,1993,Noviembre,Miã©rcoles,36516012.0,30000000.0,1.2172004
City Slickers II: The Legend of Curly's Gold,8.605703,4.9,103.0,1994-06-10,1994,Junio,Viernes,0.0,0.0,0.0
Clean Slate,2.724621,5.7,25.0,1994-05-06,1994,Mayo,Viernes,7355425.0,0.0,0.0
Cliffhanger,9.830853,6.1,600.0,1993-05-28,1993,Mayo,Viernes,255000211.0,70000000.0,3.642860157142857
Coneheads,10.722729,4.8,228.0,1993-07-23,1993,Julio,Viernes,0.0,0.0,0.0
Color of Night,14.228963,5.4,117.0,1994-08-19,1994,Agosto,Viernes,19726050.0,40000000.0,0.49315125
Cops & Robbersons,7.042878,5.0,36.0,1994-04-15,1994,Abril,Viernes,0.0,0.0,0.0
The Cowboy Way,4.286279,5.1,38.0,1994-06-03,1994,Junio,Viernes,0.0,0.0,0.0
Dangerous Game,2.70097,5.4,9.0,1993-11-19,1993,Noviembre,Viernes,0.0,0.0,0.0
Dave,13.696394,6.3,205.0,1993-05-07,1993,Mayo,Viernes,63000000.0,0.0,0.0
Dazed and Confused,6.8652,7.4,588.0,1993-09-24,1993,Septiembre,Viernes,7993039.0,6900000.0,1.1584114492753623
Demolition Man,11.626116,6.4,1018.0,1993-10-08,1993,Octubre,Viernes,159055768.0,57000000.0,2.7904520701754385
The Endless Summer 2,0.408159,7.1,12.0,1994-06-03,1994,Junio,Viernes,0.0,0.0,0.0
Even Cowgirls Get the Blues,2.970724,4.2,29.0,1994-05-13,1994,Mayo,Viernes,0.0,8000000.0,0.0
Fatal Instinct,3.555139,5.4,37.0,1993-10-29,1993,Octubre,Viernes,0.0,0.0,0.0
Farewell My Concubine,4.875827,7.8,98.0,1993-09-16,1993,Septiembre,Jueves,0.0,0.0,0.0
The Favor,1.344876,3.3,6.0,1994-04-29,1994,Abril,Viernes,0.0,0.0,0.0
Fearless,9.284624,6.8,80.0,1993-10-15,1993,Octubre,Viernes,0.0,0.0,0.0
Fear of a Black Hat,0.985441,5.8,11.0,1994-10-28,1994,Octubre,Viernes,0.0,0.0,0.0
With Honors,2.969003,6.1,54.0,1994-04-29,1994,Abril,Viernes,0.0,0.0,0.0
Flesh and Bone,1.896869,6.2,22.0,1993-11-05,1993,Noviembre,Viernes,9488998.0,0.0,0.0
Widows' Peak,0.409427,4.3,3.0,1994-05-13,1994,Mayo,Viernes,0.0,0.0,0.0
For Love or Money,8.468869,5.7,77.0,1993-10-01,1993,Octubre,Viernes,11146270.0,30000000.0,0.3715423333333333
The Firm,9.678367,6.6,513.0,1993-06-30,1993,Junio,Miã©rcoles,270248367.0,42000000.0,6.434484928571429
Free Willy,5.990572,6.0,429.0,1993-07-16,1993,Julio,Viernes,153698625.0,20000000.0,7.68493125
Fresh,3.970215,7.6,56.0,1994-08-24,1994,Agosto,Miã©rcoles,0.0,0.0,0.0
The Fugitive,10.08937,7.2,1240.0,1993-08-06,1993,Agosto,Viernes,368875760.0,44000000.0,8.38354
Geronimo: An American Legend,4.653462,5.9,44.0,1993-12-10,1993,Diciembre,Viernes,18635620.0,35000000.0,0.5324462857142858
The Getaway,14.214403,5.4,81.0,1994-02-11,1994,Febrero,Viernes,30.0,0.0,0.0
Getting Even with Dad,2.410545,4.5,43.0,1994-06-17,1994,Junio,Viernes,0.0,30000000.0,0.0
Go Fish,0.775898,3.9,5.0,1994-06-10,1994,Junio,Viernes,0.0,0.0,0.0
A Good Man in Africa,5.22583,5.2,11.0,1994-07-14,1994,Julio,Jueves,0.0,0.0,0.0
Guilty as Sin,5.385108,5.6,21.0,1993-06-04,1993,Junio,Viernes,22886222.0,0.0,0.0
Hard Target,7.834351,6.1,237.0,1993-08-20,1993,Agosto,Viernes,74189677.0,18000000.0,4.121648722222222
Heaven & Earth,4.190541,6.4,51.0,1993-12-24,1993,Diciembre,Viernes,0.0,33000000.0,0.0
Hot Shots! Part Deux,13.482371,6.2,463.0,1993-05-21,1993,Mayo,Viernes,133752825.0,25000000.0,5.350113
Live Nude Girls,2.138959,4.7,12.0,1995-12-08,1995,Diciembre,Viernes,0.0,0.0,0.0
The Englishman Who Went Up a Hill But Came Down a Mountain,5.331753,6.1,83.0,1995-05-12,1995,Mayo,Viernes,0.0,0.0,0.0
The House of the Spirits,10.687795,6.7,135.0,1993-10-19,1993,Octubre,Martes,0.0,25000000.0,0.0
House Party 3,0.996047,4.6,11.0,1994-01-01,1994,Enero,Sã¡bado,0.0,0.0,0.0
The Hudsucker Proxy,7.550545,7.1,280.0,1994-03-11,1994,Marzo,Viernes,0.0,30000000.0,0.0
I'll Do Anything,1.742974,5.7,18.0,1994-02-04,1994,Febrero,Viernes,0.0,40000000.0,0.0
In the Army Now,6.071466,4.7,54.0,1994-08-12,1994,Agosto,Viernes,28881266.0,0.0,0.0
In the Line of Fire,12.637158,6.8,392.0,1993-07-08,1993,Julio,Jueves,176997168.0,40000000.0,4.4249292
In the Name of the Father,7.405895,7.6,363.0,1993-12-12,1993,Diciembre,Domingo,65796862.0,13000000.0,5.0612970769230765
The Inkwell,0.613335,3.9,5.0,1994-04-22,1994,Abril,Viernes,8880705.0,0.0,0.0
What's Love Got to Do with It,14.820883,6.9,75.0,1993-06-09,1993,Junio,Miã©rcoles,0.0,0.0,0.0
Jimmy Hollywood,4.563989,4.6,17.0,1994-03-30,1994,Marzo,Miã©rcoles,0.0,30000000.0,0.0
Judgment Night,5.538671,6.4,79.0,1993-10-15,1993,Octubre,Viernes,12136938.0,0.0,0.0
Jurassic Park,8.863776,7.6,4956.0,1993-06-11,1993,Junio,Viernes,920100000.0,63000000.0,14.604761904761904
Kalifornia,8.4337,6.5,209.0,1993-09-01,1993,Septiembre,Miã©rcoles,2395231.0,9000000.0,0.2661367777777778
Killing Zoe,4.948569,6.1,111.0,1993-10-01,1993,Octubre,Viernes,418961.0,1500000.0,0.27930733333333335
King of the Hill,4.375347,6.4,33.0,1993-08-20,1993,Agosto,Viernes,0.0,0.0,0.0
Lassie,3.645342,6.1,54.0,1994-07-22,1994,Julio,Viernes,0.0,0.0,0.0
Last Action Hero,9.434006,6.1,725.0,1993-06-18,1993,Junio,Viernes,137298489.0,85000000.0,1.6152763411764706
Life With Mikey,6.446229,5.1,24.0,1993-06-04,1993,Junio,Viernes,0.0,0.0,0.0
Lightning Jack,2.913584,5.7,40.0,1994-03-11,1994,Marzo,Viernes,0.0,0.0,0.0
M. Butterfly,6.516976,6.6,35.0,1993-09-09,1993,Septiembre,Jueves,1499795.0,0.0,0.0
