title,popularity,vote_average,vote_count,release_date,release_year,month_name,day_name,lowercase_title
Leon: The Professional,20.477329,8.2,4293.0,1994-09-14,1994,Septiembre,Miércoles,leon: the professional
The Perez Family,1.433544,6.6,9.0,1995-05-12,1995,Mayo,Viernes,the perez family
A Pyromaniac's Love Story,0.463307,7.0,2.0,1995-04-28,1995,Abril,Viernes,a pyromaniac's love story
Pulp Fiction,140.950236,8.3,8670.0,1994-09-10,1994,Septiembre,Sábado,pulp fiction
Panther,7.160149,6.4,6.0,1995-11-10,1995,Noviembre,Viernes,panther
Pushing Hands,1.638622,6.1,9.0,1992-02-01,1992,Febrero,Sábado,pushing hands
Priest,1.881932,6.4,32.0,1994-01-01,1994,Enero,Sábado,priest
Quiz Show,7.772505,7.1,262.0,1994-09-16,1994,Septiembre,Viernes,quiz show
Picture Bride,1.296912,7.4,5.0,1995-05-05,1995,Mayo,Viernes,picture bride
Queen Margot,4.405405,7.0,67.0,1994-05-13,1994,Mayo,Viernes,queen margot
The Quick and the Dead,7.54701,6.2,431.0,1995-02-09,1995,Febrero,Jueves,the quick and the dead
Roommates,3.395867,6.4,7.0,1995-03-01,1995,Marzo,Miércoles,roommates
Prêt-à-Porter,6.259433,5.3,33.0,1994-12-23,1994,Diciembre,Viernes,prêt-à-porter
Three Colors: Red,7.832755,7.8,246.0,1994-05-27,1994,Mayo,Viernes,three colors: red
Three Colors: Blue,8.843517,7.7,311.0,1993-01-10,1993,Enero,Domingo,three colors: blue
Three Colors: White,6.5898,7.3,218.0,1994-01-26,1994,Enero,Miércoles,three colors: white
"Red Firecracker, Green Firecracker",0.078257,7.0,2.0,1994-10-14,1994,Octubre,Viernes,"red firecracker, green firecracker"
Rent-a-Kid,1.155255,5.1,15.0,1995-01-01,1995,Enero,Domingo,rent-a-kid
Relative Fear,0.499601,4.7,3.0,1995-10-03,1995,Octubre,Martes,relative fear
Stuart Saves His Family,1.390885,5.0,6.0,1995-04-12,1995,Abril,Miércoles,stuart saves his family
The Swan Princess,8.910462,6.5,251.0,1994-11-18,1994,Noviembre,Viernes,the swan princess
The Secret of Roan Inish,1.750481,6.1,15.0,1994-01-01,1994,Enero,Sábado,the secret of roan inish
The Specialist,10.388183,5.5,317.0,1994-10-07,1994,Octubre,Viernes,the specialist
Stargate,13.328924,6.8,942.0,1994-10-27,1994,Octubre,Jueves,stargate
The Santa Clause,9.665424,6.3,501.0,1994-11-10,1994,Noviembre,Jueves,the santa clause
The Shawshank Redemption,51.645403,8.5,8358.0,1994-09-23,1994,Septiembre,Viernes,the shawshank redemption
Shallow Grave,8.223026,7.0,247.0,1994-12-22,1994,Diciembre,Jueves,shallow grave
Suture,1.298224,6.0,7.0,1993-09-14,1993,Septiembre,Martes,suture
Strawberry and Chocolate,1.777197,7.1,16.0,1993-01-01,1993,Enero,Viernes,strawberry and chocolate
Swimming with Sharks,5.869261,6.7,104.0,1994-09-10,1994,Septiembre,Sábado,swimming with sharks
The Sum of Us,1.407427,6.0,21.0,1994-07-12,1994,Julio,Martes,the sum of us
Senior Trip,5.05806,5.7,23.0,1995-09-08,1995,Septiembre,Viernes,senior trip
To Live,5.260627,7.7,62.0,1994-06-30,1994,Junio,Jueves,to live
Tank Girl,7.602087,5.5,140.0,1995-03-31,1995,Marzo,Viernes,tank girl
Tales from the Crypt: Demon Knight,9.455342,6.7,96.0,1995-01-13,1995,Enero,Viernes,tales from the crypt: demon knight
Star Trek: Generations,8.105708,6.4,461.0,1994-11-17,1994,Noviembre,Jueves,star trek: generations
Tales from the Hood,2.86007,5.4,33.0,1995-05-24,1995,Mayo,Miércoles,tales from the hood
Tom & Viv,0.704204,5.8,8.0,1994-04-15,1994,Abril,Viernes,tom & viv
Village of the Damned,6.529879,5.6,165.0,1995-04-28,1995,Abril,Viernes,village of the damned
Tommy Boy,11.971318,6.8,321.0,1995-03-31,1995,Marzo,Viernes,tommy boy
Vanya on 42nd Street,7.039846,6.1,15.0,1994-09-13,1994,Septiembre,Martes,vanya on 42nd street
The Underneath,2.059771,5.6,15.0,1995-04-28,1995,Abril,Viernes,the underneath
The Walking Dead,0.620873,6.6,4.0,1995-02-24,1995,Febrero,Viernes,the walking dead
What's Eating Gilbert Grape,10.3919,7.5,943.0,1993-12-17,1993,Diciembre,Viernes,what's eating gilbert grape
Virtuosity,5.188399,5.4,163.0,1995-08-04,1995,Agosto,Viernes,virtuosity
While You Were Sleeping,15.783615,6.5,340.0,1995-04-21,1995,Abril,Viernes,while you were sleeping
The War,3.908596,6.3,39.0,1994-11-04,1994,Noviembre,Viernes,the war
Double Happiness,0.372239,5.5,2.0,1994-09-07,1994,Septiembre,Miércoles,double happiness
Muriel's Wedding,5.254847,6.9,104.0,1994-09-29,1994,Septiembre,Jueves,muriel's wedding
The Baby-Sitters Club,2.15805,5.3,23.0,1995-08-18,1995,Agosto,Viernes,the baby-sitters club
Ace Ventura: Pet Detective,11.247957,6.4,1684.0,1994-02-04,1994,Febrero,Viernes,ace ventura: pet detective
"The Adventures of Priscilla, Queen of the Desert",8.328596,7.2,174.0,1994-05-31,1994,Mayo,Martes,"the adventures of priscilla, queen of the desert"
Backbeat,2.487951,6.2,37.0,1994-04-01,1994,Abril,Viernes,backbeat
Bitter Moon,11.298195,7.0,115.0,1992-09-02,1992,Septiembre,Miércoles,bitter moon
Bullets Over Broadway,5.72288,7.0,130.0,1994-10-14,1994,Octubre,Viernes,bullets over broadway
Clear and Present Danger,7.513245,6.4,390.0,1994-08-03,1994,Agosto,Miércoles,clear and present danger
The Client,15.263829,6.4,287.0,1994-07-20,1994,Julio,Miércoles,the client
"Corrina, Corrina",6.924689,6.4,83.0,1994-08-12,1994,Agosto,Viernes,"corrina, corrina"
Crooklyn,2.533022,6.7,31.0,1994-05-13,1994,Mayo,Viernes,crooklyn
The Crow,15.799336,7.3,980.0,1994-05-11,1994,Mayo,Miércoles,the crow
Cobb,2.583363,6.1,29.0,1994-12-02,1994,Diciembre,Viernes,cobb
The Flintstones,15.019586,5.0,559.0,1994-05-26,1994,Mayo,Jueves,the flintstones
Forrest Gump,48.307194,8.2,8147.0,1994-07-06,1994,Julio,Miércoles,forrest gump
Four Weddings and a Funeral,8.990345,6.6,654.0,1994-03-09,1994,Marzo,Miércoles,four weddings and a funeral
Higher Learning,7.817811,6.4,49.0,1995-01-11,1995,Enero,Miércoles,higher learning
I Like It Like That,0.289295,6.3,4.0,1994-10-14,1994,Octubre,Viernes,i like it like that
I Love Trouble,3.570874,5.3,41.0,1994-06-29,1994,Junio,Miércoles,i love trouble
It Could Happen to You,11.272073,6.1,154.0,1994-07-29,1994,Julio,Viernes,it could happen to you
The Jungle Book,10.714235,5.9,107.0,1994-12-23,1994,Diciembre,Viernes,the jungle book
"The Wonderful, Horrible Life of Leni Riefenstahl",0.568884,7.3,5.0,1993-09-11,1993,Septiembre,Sábado,"the wonderful, horrible life of leni riefenstahl"
The Lion King,21.605761,8.0,5520.0,1994-06-23,1994,Junio,Jueves,the lion king
Little Buddha,5.681522,6.0,76.0,1993-12-01,1993,Diciembre,Miércoles,little buddha
New Nightmare,9.860522,6.4,297.0,1994-10-13,1994,Octubre,Jueves,new nightmare
The Mask,14.13488,6.6,2550.0,1994-07-29,1994,Julio,Viernes,the mask
Maverick,15.050326,6.6,490.0,1994-05-20,1994,Mayo,Viernes,maverick
Mrs. Parker and the Vicious Circle,4.739054,6.3,20.0,1994-09-07,1994,Septiembre,Miércoles,mrs. parker and the vicious circle
The Naked Gun 33⅓: The Final Insult,10.587232,6.4,535.0,1994-03-18,1994,Marzo,Viernes,the naked gun 33⅓: the final insult
The Paper,4.006063,6.1,40.0,1994-03-18,1994,Marzo,Viernes,the paper
Reality Bites,6.514592,6.5,180.0,1994-02-18,1994,Febrero,Viernes,reality bites
Red Rock West,5.137903,6.4,71.0,1993-07-08,1993,Julio,Jueves,red rock west
Ri¢hie Ri¢h,6.595255,5.4,426.0,1994-12-19,1994,Diciembre,Lunes,ri¢hie ri¢h
Safe Passage,4.931565,4.9,7.0,1994-12-01,1994,Diciembre,Jueves,safe passage
The River Wild,10.511241,6.1,214.0,1994-09-30,1994,Septiembre,Viernes,the river wild
Speed,10.859292,6.8,1814.0,1994-06-09,1994,Junio,Jueves,speed
Speechless,2.334226,5.5,24.0,1994-12-16,1994,Diciembre,Viernes,speechless
Timecop,8.907074,5.5,288.0,1994-09-15,1994,Septiembre,Jueves,timecop
True Lies,11.396099,6.8,1138.0,1994-07-14,1994,Julio,Jueves,true lies
When a Man Loves a Woman,4.322544,6.0,71.0,1994-04-29,1994,Abril,Viernes,when a man loves a woman
Wolf,14.063845,6.0,221.0,1994-06-17,1994,Junio,Viernes,wolf
Wyatt Earp,9.277147,6.5,203.0,1994-06-24,1994,Junio,Viernes,wyatt earp
Bad Company,0.912415,4.9,12.0,1995-01-20,1995,Enero,Viernes,bad company
A Man of No Importance,0.406113,6.5,2.0,1994-12-22,1994,Diciembre,Jueves,a man of no importance
S.F.W.,2.504529,6.1,22.0,1994-09-15,1994,Septiembre,Jueves,s.f.w.
A Low Down Dirty Shame,3.021526,6.0,31.0,1994-11-23,1994,Noviembre,Miércoles,a low down dirty shame
"Boys Life: Three Stories of Love, Lust, and Liberation",0.054148,2.0,1.0,1994-09-30,1994,Septiembre,Viernes,"boys life: three stories of love, lust, and liberation"
Colonel Chabert,0.934312,5.9,9.0,1994-01-01,1994,Enero,Sábado,colonel chabert
"Faster, Pussycat! Kill! Kill!",4.220541,6.5,59.0,1965-08-06,1965,Agosto,Viernes,"faster, pussycat! kill! kill!"
Jason's Lyric,0.912909,5.9,9.0,1994-09-28,1994,Septiembre,Miércoles,jason's lyric
The Secret Adventures of Tom Thumb,0.381704,7.1,8.0,1993-12-10,1993,Diciembre,Viernes,the secret adventures of tom thumb
Street Fighter,13.58449,4.1,330.0,1994-12-22,1994,Diciembre,Jueves,street fighter
Coldblooded,2.342756,6.7,13.0,1995-09-15,1995,Septiembre,Viernes,coldblooded
Desert Winds,0.251223,0.0,0.0,1997-12-31,1997,Diciembre,Miércoles,desert winds
Fall Time,1.108494,6.3,6.0,1995-05-13,1995,Mayo,Sábado,fall time
The Fear,0.268043,3.4,7.0,1995-01-20,1995,Enero,Viernes,the fear
Frank and Ollie,0.142357,7.5,4.0,1995-10-20,1995,Octubre,Viernes,frank and ollie
Girl in the Cadillac,0.405392,10.0,1.0,1995-10-24,1995,Octubre,Martes,girl in the cadillac
Homage,0.014925,0.0,0.0,1995-05-03,1995,Mayo,Miércoles,homage
Mirage,0.302957,4.0,1.0,1995-11-21,1995,Noviembre,Martes,mirage
Open Season,0.012456,0.0,0.0,1996-05-03,1996,Mayo,Viernes,open season
Dos Crímenes,0.233376,5.0,1.0,1995-05-26,1995,Mayo,Viernes,dos crímenes
Brother Minister: The Assassination of Malcolm X,0.0368,4.0,1.0,1995-03-01,1995,Marzo,Miércoles,brother minister: the assassination of malcolm x
Highlander: The Final Dimension,6.866634,4.5,110.0,1994-11-29,1994,Noviembre,Martes,highlander: the final dimension
Federal Hill,0.100685,5.0,2.0,1995-02-24,1995,Febrero,Viernes,federal hill
In the Mouth of Madness,8.497643,7.1,307.0,1994-12-12,1994,Diciembre,Lunes,in the mouth of madness
8 Seconds,1.888534,7.2,22.0,1994-02-25,1994,Febrero,Viernes,8 seconds
Above the Rim,4.38154,6.7,40.0,1994-03-23,1994,Marzo,Miércoles,above the rim
Addams Family Values,17.555909,6.5,537.0,1993-11-19,1993,Noviembre,Viernes,addams family values
Martin Lawrence: You So Crazy,0.394194,4.5,4.0,1994-04-27,1994,Abril,Miércoles,martin lawrence: you so crazy
The Age of Innocence,8.013617,7.0,172.0,1993-09-17,1993,Septiembre,Viernes,the age of innocence
Airheads,7.09232,5.8,222.0,1994-08-05,1994,Agosto,Viernes,airheads
The Air Up There,1.896273,5.1,42.0,1994-01-07,1994,Enero,Viernes,the air up there
Another Stakeout,12.967239,4.9,58.0,1993-07-22,1993,Julio,Jueves,another stakeout
Bad Girls,14.644772,4.6,61.0,1994-04-22,1994,Abril,Viernes,bad girls
Barcelona,1.632711,6.6,20.0,1994-07-29,1994,Julio,Viernes,barcelona
Being Human,2.783872,5.0,15.0,1994-05-06,1994,Mayo,Viernes,being human
The Beverly Hillbillies,5.673735,5.0,86.0,1993-10-15,1993,Octubre,Viernes,the beverly hillbillies
Beverly Hills Cop III,11.787784,5.5,445.0,1994-05-24,1994,Mayo,Martes,beverly hills cop iii
Black Beauty,8.398845,6.6,68.0,1994-07-29,1994,Julio,Viernes,black beauty
Blink,3.00282,6.3,45.0,1994-01-26,1994,Enero,Miércoles,blink
Blown Away,13.155071,6.0,126.0,1994-07-01,1994,Julio,Viernes,blown away
Blue Chips,6.131056,5.7,41.0,1994-02-18,1994,Febrero,Viernes,blue chips
Blue Sky,4.993829,6.1,28.0,1994-09-16,1994,Septiembre,Viernes,blue sky
Body Snatchers,6.559693,5.8,102.0,1993-06-09,1993,Junio,Miércoles,body snatchers
Boxing Helena,4.304224,4.5,59.0,1993-06-18,1993,Junio,Viernes,boxing helena
A Bronx Tale,6.115628,7.4,447.0,1993-09-14,1993,Septiembre,Martes,a bronx tale
Cabin Boy,1.679042,4.9,28.0,1994-01-07,1994,Enero,Viernes,cabin boy
Calendar Girl,1.316741,3.7,10.0,1993-09-03,1993,Septiembre,Viernes,calendar girl
Carlito's Way,8.698509,7.7,805.0,1993-11-10,1993,Noviembre,Miércoles,carlito's way
City Slickers II: The Legend of Curly's Gold,8.605703,4.9,103.0,1994-06-10,1994,Junio,Viernes,city slickers ii: the legend of curly's gold
Clean Slate,2.724621,5.7,25.0,1994-05-06,1994,Mayo,Viernes,clean slate
Cliffhanger,9.830853,6.1,600.0,1993-05-28,1993,Mayo,Viernes,cliffhanger
Coneheads,10.722729,4.8,228.0,1993-07-23,1993,Julio,Viernes,coneheads
Color of Night,14.228963,5.4,117.0,1994-08-19,1994,Agosto,Viernes,color of night
Cops & Robbersons,7.042878,5.0,36.0,1994-04-15,1994,Abril,Viernes,cops & robbersons
The Cowboy Way,4.286279,5.1,38.0,1994-06-03,1994,Junio,Viernes,the cowboy way
Dangerous Game,2.70097,5.4,9.0,1993-11-19,1993,Noviembre,Viernes,dangerous game
Dave,13.696394,6.3,205.0,1993-05-07,1993,Mayo,Viernes,dave
Dazed and Confused,6.8652,7.4,588.0,1993-09-24,1993,Septiembre,Viernes,dazed and confused
Demolition Man,11.626116,6.4,1018.0,1993-10-08,1993,Octubre,Viernes,demolition man
The Endless Summer 2,0.408159,7.1,12.0,1994-06-03,1994,Junio,Viernes,the endless summer 2
Even Cowgirls Get the Blues,2.970724,4.2,29.0,1994-05-13,1994,Mayo,Viernes,even cowgirls get the blues
Fatal Instinct,3.555139,5.4,37.0,1993-10-29,1993,Octubre,Viernes,fatal instinct
Farewell My Concubine,4.875827,7.8,98.0,1993-09-16,1993,Septiembre,Jueves,farewell my concubine
The Favor,1.344876,3.3,6.0,1994-04-29,1994,Abril,Viernes,the favor
Fearless,9.284624,6.8,80.0,1993-10-15,1993,Octubre,Viernes,fearless
Fear of a Black Hat,0.985441,5.8,11.0,1994-10-28,1994,Octubre,Viernes,fear of a black hat
With Honors,2.969003,6.1,54.0,1994-04-29,1994,Abril,Viernes,with honors
Flesh and Bone,1.896869,6.2,22.0,1993-11-05,1993,Noviembre,Viernes,flesh and bone
Widows' Peak,0.409427,4.3,3.0,1994-05-13,1994,Mayo,Viernes,widows' peak
For Love or Money,8.468869,5.7,77.0,1993-10-01,1993,Octubre,Viernes,for love or money
The Firm,9.678367,6.6,513.0,1993-06-30,1993,Junio,Miércoles,the firm
Free Willy,5.990572,6.0,429.0,1993-07-16,1993,Julio,Viernes,free willy
Fresh,3.970215,7.6,56.0,1994-08-24,1994,Agosto,Miércoles,fresh
The Fugitive,10.08937,7.2,1240.0,1993-08-06,1993,Agosto,Viernes,the fugitive
Geronimo: An American Legend,4.653462,5.9,44.0,1993-12-10,1993,Diciembre,Viernes,geronimo: an american legend
The Getaway,14.214403,5.4,81.0,1994-02-11,1994,Febrero,Viernes,the getaway
Getting Even with Dad,2.410545,4.5,43.0,1994-06-17,1994,Junio,Viernes,getting even with dad
Go Fish,0.775898,3.9,5.0,1994-06-10,1994,Junio,Viernes,go fish
A Good Man in Africa,5.22583,5.2,11.0,1994-07-14,1994,Julio,Jueves,a good man in africa
Guilty as Sin,5.385108,5.6,21.0,1993-06-04,1993,Junio,Viernes,guilty as sin
Hard Target,7.834351,6.1,237.0,1993-08-20,1993,Agosto,Viernes,hard target
Heaven & Earth,4.190541,6.4,51.0,1993-12-24,1993,Diciembre,Viernes,heaven & earth
Hot Shots! Part Deux,13.482371,6.2,463.0,1993-05-21,1993,Mayo,Viernes,hot shots! part deux
Live Nude Girls,2.138959,4.7,12.0,1995-12-08,1995,Diciembre,Viernes,live nude girls
The Englishman Who Went Up a Hill But Came Down a Mountain,5.331753,6.1,83.0,1995-05-12,1995,Mayo,Viernes,the englishman who went up a hill but came down a mountain
The House of the Spirits,10.687795,6.7,135.0,1993-10-19,1993,Octubre,Martes,the house of the spirits
House Party 3,0.996047,4.6,11.0,1994-01-01,1994,Enero,Sábado,house party 3
The Hudsucker Proxy,7.550545,7.1,280.0,1994-03-11,1994,Marzo,Viernes,the hudsucker proxy
I'll Do Anything,1.742974,5.7,18.0,1994-02-04,1994,Febrero,Viernes,i'll do anything
In the Army Now,6.071466,4.7,54.0,1994-08-12,1994,Agosto,Viernes,in the army now
In the Line of Fire,12.637158,6.8,392.0,1993-07-08,1993,Julio,Jueves,in the line of fire
In the Name of the Father,7.405895,7.6,363.0,1993-12-12,1993,Diciembre,Domingo,in the name of the father
The Inkwell,0.613335,3.9,5.0,1994-04-22,1994,Abril,Viernes,the inkwell
What's Love Got to Do with It,14.820883,6.9,75.0,1993-06-09,1993,Junio,Miércoles,what's love got to do with it
Jimmy Hollywood,4.563989,4.6,17.0,1994-03-30,1994,Marzo,Miércoles,jimmy hollywood
Judgment Night,5.538671,6.4,79.0,1993-10-15,1993,Octubre,Viernes,judgment night
Jurassic Park,8.863776,7.6,4956.0,1993-06-11,1993,Junio,Viernes,jurassic park
Kalifornia,8.4337,6.5,209.0,1993-09-01,1993,Septiembre,Miércoles,kalifornia
Killing Zoe,4.948569,6.1,111.0,1993-10-01,1993,Octubre,Viernes,killing zoe
King of the Hill,4.375347,6.4,33.0,1993-08-20,1993,Agosto,Viernes,king of the hill
Lassie,3.645342,6.1,54.0,1994-07-22,1994,Julio,Viernes,lassie
Last Action Hero,9.434006,6.1,725.0,1993-06-18,1993,Junio,Viernes,last action hero
Life With Mikey,6.446229,5.1,24.0,1993-06-04,1993,Junio,Viernes,life with mikey
Lightning Jack,2.913584,5.7,40.0,1994-03-11,1994,Marzo,Viernes,lightning jack
M. Butterfly,6.516976,6.6,35.0,1993-09-09,1993,Septiembre,Jueves,m. butterfly
Made in America,5.43085,5.3,86.0,1993-05-27,1993,Mayo,Jueves,made in america
Malice,9.861672,5.9,105.0,1993-09-29,1993,Septiembre,Miércoles,malice
The Man without a Face,5.997712,6.2,125.0,1993-08-25,1993,Agosto,Miércoles,the man without a face
Manhattan Murder Mystery,8.939404,7.1,169.0,1993-08-18,1993,Agosto,Miércoles,manhattan murder mystery
Menace II Society,5.260924,7.2,179.0,1993-05-26,1993,Mayo,Miércoles,menace ii society
Executive Decision,13.106291,5.8,261.0,1996-03-15,1996,Marzo,Viernes,executive decision
In the Realm of the Senses,8.932494,6.5,112.0,1976-05-15,1976,Mayo,Sábado,in the realm of the senses
What Happened Was...,0.534606,7.0,7.0,1994-09-09,1994,Septiembre,Viernes,what happened was...
Much Ado About Nothing,8.62724,7.2,194.0,1993-05-07,1993,Mayo,Viernes,much ado about nothing
Mr. Jones,6.579753,5.9,35.0,1993-10-08,1993,Octubre,Viernes,mr. jones
Mr. Wonderful,13.011091,5.5,11.0,1993-10-15,1993,Octubre,Viernes,mr. wonderful
Mrs. Doubtfire,11.16553,7.0,1638.0,1993-11-24,1993,Noviembre,Miércoles,mrs. doubtfire
Naked,8.665198,7.5,105.0,1993-09-14,1993,Septiembre,Martes,naked
The Next Karate Kid,9.9697,4.8,202.0,1994-07-18,1994,Julio,Lunes,the next karate kid
The New Age,0.596207,4.8,5.0,1994-09-16,1994,Septiembre,Viernes,the new age
No Escape,9.715187,6.1,86.0,1994-04-29,1994,Abril,Viernes,no escape
North,15.534707,4.8,67.0,1994-07-22,1994,Julio,Viernes,north
Orlando,3.800785,6.7,53.0,1992-09-01,1992,Septiembre,Martes,orlando
A Perfect World,8.040589,7.2,376.0,1993-11-24,1993,Noviembre,Miércoles,a perfect world
Philadelphia,13.373006,7.6,1019.0,1993-12-22,1993,Diciembre,Miércoles,philadelphia
The Piano,7.436758,7.1,290.0,1993-05-19,1993,Mayo,Miércoles,the piano
Poetic Justice,6.972599,6.9,47.0,1993-07-23,1993,Julio,Viernes,poetic justice
The Program,3.199976,6.0,28.0,1993-09-24,1993,Septiembre,Viernes,the program
The Puppet Masters,7.272296,5.6,41.0,1994-10-21,1994,Octubre,Viernes,the puppet masters
Radioland Murders,8.506727,5.8,12.0,1994-10-21,1994,Octubre,Viernes,radioland murders
The Ref,5.868677,6.7,99.0,1994-03-09,1994,Marzo,Miércoles,the ref
The Remains of the Day,12.222576,7.5,213.0,1993-11-05,1993,Noviembre,Viernes,the remains of the day
Renaissance Man,4.985157,5.9,83.0,1994-06-03,1994,Junio,Viernes,renaissance man
Rising Sun,6.279082,5.8,188.0,1993-07-30,1993,Julio,Viernes,rising sun
The Road to Wellville,3.416181,5.5,43.0,1994-10-28,1994,Octubre,Viernes,the road to wellville
RoboCop 3,8.685798,4.2,309.0,1993-04-17,1993,Abril,Sábado,robocop 3
Robin Hood: Men in Tights,17.136672,6.4,575.0,1993-07-28,1993,Julio,Miércoles,robin hood: men in tights
Romeo Is Bleeding,9.796318,5.7,36.0,1993-09-13,1993,Septiembre,Lunes,romeo is bleeding
Romper Stomper,5.157926,6.6,126.0,1992-03-05,1992,Marzo,Jueves,romper stomper
Ruby in Paradise,0.941994,5.6,10.0,1993-10-08,1993,Octubre,Viernes,ruby in paradise
Rudy,5.914833,7.2,187.0,1993-09-17,1993,Septiembre,Viernes,rudy
The Saint of Fort Washington,1.065843,4.0,5.0,1993-11-03,1993,Noviembre,Miércoles,the saint of fort washington
Savage Nights,1.031556,6.2,11.0,1992-08-19,1992,Agosto,Miércoles,savage nights
Schindler's List,41.725123,8.3,4436.0,1993-11-29,1993,Noviembre,Lunes,schindler's list
The Scout,5.715608,5.3,37.0,1994-09-30,1994,Septiembre,Viernes,the scout
Searching for Bobby Fischer,12.048587,7.3,100.0,1993-08-13,1993,Agosto,Viernes,searching for bobby fischer
Second Best,0.882596,5.9,8.0,1994-09-30,1994,Septiembre,Viernes,second best
The Secret Garden,6.499523,7.1,232.0,1993-08-13,1993,Agosto,Viernes,the secret garden
Serial Mom,5.305311,6.4,137.0,1994-04-13,1994,Abril,Miércoles,serial mom
The Shadow,7.881107,5.4,140.0,1994-07-01,1994,Julio,Viernes,the shadow
Shadowlands,2.96586,6.8,61.0,1993-12-25,1993,Diciembre,Sábado,shadowlands
Short Cuts,8.829337,6.9,136.0,1993-09-05,1993,Septiembre,Domingo,short cuts
A Simple Twist of Fate,4.13516,5.7,26.0,1994-09-02,1994,Septiembre,Viernes,a simple twist of fate
Sirens,2.86213,5.2,31.0,1993-10-01,1993,Octubre,Viernes,sirens
Six Degrees of Separation,8.730025,6.5,75.0,1993-12-08,1993,Diciembre,Miércoles,six degrees of separation
Sleepless in Seattle,10.234919,6.5,630.0,1993-06-24,1993,Junio,Jueves,sleepless in seattle
Sliver,11.23297,4.9,144.0,1993-05-21,1993,Mayo,Viernes,sliver
Blade Runner,96.272374,7.9,3833.0,1982-06-25,1982,Junio,Viernes,blade runner
Son in Law,9.122718,5.6,81.0,1993-07-02,1993,Julio,Viernes,son in law
So I Married an Axe Murderer,8.051914,6.1,131.0,1993-07-30,1993,Julio,Viernes,so i married an axe murderer
Striking Distance,13.390917,5.4,223.0,1993-09-17,1993,Septiembre,Viernes,striking distance
